tag_code,box_code
86UJ9W6B6YF8KV,089S9Z
2FUJCN694BZB55,99QFQN
V4Y7QAB8GBE64F,P3F0TP
CPZA8G5332RQ8Q,16ZFW1
R6U9PMEKEAZ5F6,0LH5MJ
9TPDMP65E3Y8AY,LW2BD5
8N42Q8P84VDH9S,CIBPER
H9WS3FXTH46MBS,IYKVHA
2MABAJ7DQ4BDBS,EBMAP9
BFFXAAX5GPG6ZM,DX87AN
JR74GGREPE9TBB,V8PJ7B
QQC52XMJBFBD5Q,2UOAWG
JC5GUSAYJ3ZC2K,W2K47G
ZT3TA7W8EKVY9H,7EHX7I
KKSX4NCQGDA9B2,133ALL
6W48K5HCEVWVXJ,8IUUJH
P498XW8Q8KR4DZ,17RNFK
U7PNRKWMBR8CNU,XNH7NX
HCUY7YMNM6QRFY,WJDH8P
X4D7JZF6P9D2GA,YTYMSG
EJAAPCZEBGR5B6,XX72OB
S5Z2RPX8EX773T,O9EQ3Q
WVTWQR9E45G8GZ,A3799W
7CWC9ADKCRJ79R,FA0Y20
GCDQCM3RG9TEFQ,DSDT9A
TZGG2XB73G4KAX,YPNMB5
4EC28WNXX3ADCC,XIF8PN
AKKF32Y8V4XHCZ,U4Y9VJ
JT56AJMJWG5PXU,8CLSEG
X8X3UPGFK3PBGV,Q3BASU
8G2H5QJX67W8QK,UYLWRR
2UJGZUX4Q6YYB2,JUZHBJ
8HYRT3PVXSXXK4,QWEUYX
WUUXA96BSUEACE,YQ25Q0
YUETDVY737NDWN,QUYC8U
TCH7Y69WG6BGBU,3Q19MI
35S7STUEMFASA5,DI5Y2U
HNNCCEUVGNBYGY,EMQV3D
YHCN54VW6GJUNQ,MD7NGS
29VVA8JV9FNDB6,DFCNXJ
XYXN9MHATBXAS6,DLY336
6XNRNT32YRJ3DH,HTWIE7
RQZZMYWBV6BWNU,RO93OT
5B5275E2UBD2NP,DBV9SR
D73PP3CTFRKHYK,MEMOMR
7XGSFPQDGZED2A,QNE33K
WS2ZX48SRP6RBY,4QM4P9
P7S2UQP9ZCK7PU,DS6A3Y
7YJY7FGAY8DCKU,03RWEK
KTUN7HBPYZ2PAR,BLBBC0
RHKYCNYKBCSETM,GSPJZU
CZKD6RGGHMMF7U,E0ID8K
KSSSQURKEKDV2H,03G2U8
ZB6DSDBHJGSAFK,FDALTY
EF8RXMNKMXA679,NBHACE
27CWY689PYDHA3,0VROQ7
QG4BXN4UDGRK9C,C2ZK6H
4KGS2J8E86U7B3,VM3HDZ
SHBVPZ7566JGGF,8PHLM2
2Z8Z6PMKESH23Q,2RJ3FT
J8Q2NHKXWF2UMP,Q396K2
N2NA59QGEACRYX,UQ65MU
XFFRBKPA59VN4F,GWK1HE
2ZRC9RDRMJP2WH,Q4K1VR
MSY384DTCDRSBT,P1C7QT
MMWR3MCJW7DZBS,QHN2VG
GZ5W5PBGVMZVZY,6KO9Z8
QFZDGW9JEPYUXC,NP1X65
K6V4J5CXJ78YJ8,2WOVP0
DJKPVHHDHCZ7X4,3LO4RJ
5SW7SJFY7NRMWX,BIXNOQ
QD3DH5HP8HTTNK,PXKWAR
9QHJJVF25H9X46,EH1HIB
VXSB3PJUHHHBFP,L0U075
PWXWCXS3WKCHAW,7GYG8I
J2XJJ336DVU65G,FGTZ6A
85U6C7XPQXURR9,D1ZEJ4
E28PRC7X3GAHSK,7BIFQ1
4BMG5XUNFGAQUF,UCUWQG
XYKEQAJNQBFHJJ,LXUOSC
9CHRT4WXCHHQEF,7NSXXT
C9DGCSTRBJ4BF8,1S4YBG
QAM7MAKPHHHRAY,GEASOK
4QVAYBWJCWEMHR,IGGRNM
R7M6N4DW2R6FEP,7SAMT0
NCKXMTX5VKCC2H,GJSMWN
FVHAPA7D66J5FB,D1RQVR
JEMCW3XYU84GYR,EI4MYZ
TMB9UZYAMEWF9Z,LCUV6S
CN9GPXGMVTPYPK,TQISDP
Q3CGWD78BJ5HY5,O8S7UF
73KCARMR5VED4M,NNWBB4
ZDWGCXBQARZKJ5,1DHJFP
VJJUVNKCU93JX2,GXOBAR
W9R4W8EU7H7CCF,MSG45O
B887PH4VVYRWKE,1SE2SX
RZUFUHPTA6P8HM,XODBPR
429MH6UYQ973UB,1MRPGU
CZDWBXWYH325T8,6IK3MK
MYUEENNRZW5YW8,WK2134
95HJ3GR36UG9F9,PXS3ZF
BFEKS4GX4WE6Y8,6JFUUB
B3WPQ5Y5HDJABM,2FCYW9
WKVSKT6ZMUZNU3,F838CI
Y637KFHGJR8QZY,W1Y23F
M5GZG9S2W3DMCH,7CF4Y9
QTR3DE9ECB7VQB,ML8CES
29H4CERZCV2KM5,ZW2CLJ
U73HYABVZTK3F4,KB9GUG
2VNGQ9TH82MJJ2,2WFWAP
Q4S53Q65V3CSN3,VB630B
8KZ5XT8UQ9KJHM,C2WFFI
NAU5ZKDVKWUEFJ,6JMORQ
F523D7EG967PEN,3NIFAO
P99F63QRY7FKZV,HJ9E56
3MHEDWAQ6A43GU,J3K4L1
68V7NHCUZGRQWY,THTSLB
SQX6VJ2JX4BYXB,CYYU2N
5X59AUF6NHJE7A,U1I4IX
MP5JATQEAHEMHG,JBQOW9
WZRKNMDB5G7D3C,F5RPL6
HA2B542HJKW69V,S9DA2I
EA9QGPHV8EHP2E,00RCX6
H2Z68QHFV223SG,6OLVP4
5XF46GZXAGS99J,QV6IRU
GYQKGBGFD99GK5,SM7B0U
3KX3AJQ9K7ZTZY,WGYAEO
6X64QBCEKUGGXC,T76Y8U
2ZWHK9V8A7YUEN,LFRSKG
4MBV8ED5S3WSH8,UBLHBP
KT2ED99B2VX7ZV,9T6CJZ
CHT3Z99X4D2EGJ,FW90X2
CAKMTN5A4C6KSS,V8H4VL
AXR8HFNTP2KNXD,UZXD4T
ZEZSCZEBJRFSES,VTPLLK
RAQ6EP5CMNDFT4,XQ4AK8
Z4EFGPMESBMWSV,6C4ETJ
2FWTJB5GHY4GVG,CDOJL8
NY26Y47B2QWSUM,L3416U
NDXD7PNXADHGD8,69D1S6
BMBV8ADS86UXFE,8UAJQN
YBT7EM7QMVEXCU,KXN7NK
EJM63EEUMXS7M9,C1FY8H
ZJB9W9D6BGGQVB,N4ZDXJ
FUGD8F8T44ZA7H,N74QGF
Y78YU9CND43JJ6,4GXWE5
7G8EYXG5DG9CHX,K7GNKL
9P8TQAU3WK3KT3,HY8YX7
RK5XJT7WKHV3EU,BUSN3E
HEC36WXB6RUBDQ,6F12QE
EQ2XJXWRGAAYH5,MNVXO0
D94546BM8NUJ4E,NI9IYO
H7RRUCS9PWKKUR,7T10EU
Z29AD8A6CV4TD6,5E6UG9
HMY26AVY32SBAJ,F3HQFS
33TKQHEMZRS2DR,LSR3TB
T4SE3UN7SZSGPE,BZRA6L
GSDWHM5V4ZCGG8,75KIOX
6QRKYVYFPEVUYH,KN4Y01
JBGNZ3HA6FJU8A,E1X891
ETR478T9BZHF4M,OZIN6I
QS55C6VX4UH2AF,FV9EOQ
E764TGH9BJEQFH,Y352TZ
FGMTAP2MSBB6DW,EO8AEC
U8MQPZFNX4Q7WD,Y043CA
Y4ZGVF3FSH4EGP,9T9LRX
KU6V8KARWJQGMU,KLMG1P
A7EFSWUD3RNRVX,L009BD
NBUBXPVRC6QZJ2,Z22P8B
7Y2DUZFHZMYADB,FXJJAW
UDG7GMW6WRNF9F,K7FMKC
CD9M9AU2UYZU7Y,UCOQRQ
ENEH2SNHZBJGAW,TFSIFF
G626VX3QP6K28F,RQU14O
JNJUWJS25GFD3B,6HDQQJ
X6JY6YXTSB8KYF,1L7QJK
WFSHFQW7SMQ47K,NU0QAK
PGMPFTHTKNHR2T,4TDEZ2
EF5CNE8HYEU23U,923VBS
G2VWY2UWRDCPFJ,UNHII8
946RXUBCNVRBD3,HSKOAC
E5P9522E6XC88E,8ULEUW
PNPR2UYZSVYQB2,Y5KXH7
TCKYEXAHRFN9HQ,J54WTC
RZ5P3AT4HDJ8GY,WOM27N
WBK3ESWTMQQG7H,0IHMXE
KMMQ9N8WA2VHX8,SPDKE2
W3NQ2M4MCQEHXM,6O1SO7
K7ZVPVN66A74R6,YSDOT8
7D5M2H6Z6HJPG6,J1F6UR
HGA8SXAFBNC2NY,YJ2OIK
KNKY8ESF9VMETH,OZXIOV
FVBMTUNDG8TKD9,4YBMR6
4SGPQKS7J7EGWY,J3C1OK
CARN88X7MJFCE6,EG9FNW
AF7N5BC8TA5N6X,H1UO18
PVYNDC4SCM6AUB,TI1PDY
AWWGUPUVUVQFMK,N3THI6
AKQY9S42N6PWFN,2FHXHR
RU38WJEACZ2CAR,QMWLPV
8V7PHUXZA7AECK,OTGD1B
EMC4ZG5NPCXTMN,ZGGLPR
W2NF35WW8QW63Q,NQ5GWL
EF25HC3YGJE6AX,H0X7AA
8APTXDGHN25MME,FLZNWO
EHDRQKAE29VMVM,MKI7V3
YCVYDDFJQQYZPW,Y3I8TT
86QXFTQYZ65GEK,2XE6WQ
YMZCWCEF2B8C8B,GG00C7
7DMB5WU2PYKMJJ,K7FMG1
KS9ECV646KCNU6,T01TPP
HSYTMDJ8FHGPGZ,1ZEJJY
ZCKE6U8CDAFTNR,51A8X9
H3YXB9BAYWPY2H,BWSXKH
34HJUJJ7VRY23H,IHD36E
SQ3DEWP592TF9M,TYYNF0
AZ5CKQQW56RY6Q,N83HIZ
HH3DGG2VK7Y8QD,P6FYAG
AVAXKAKRUJG5ZZ,SRBM3I
FSYWUW4M64NTZ2,QUM20B
Z5Q4ZUK9QDF8K8,QVPPUA
EBG9PYWBV8HD5Z,1BXU34
V7JJTF57F7XZT8,S3AJ8E
QCF8Z6EDB56CU9,XT8XJY
AVMKGGB825RMZX,46YQHT
42AD6BTJ87ERHK,1D04RS
XAUCYHZ6466JKM,ES4TAF
C7CWDYMTFKSVBP,ISVLXM
8MT5RSMD63XERU,FCXA5X
RV3FU8EAJDWWYT,4RSABH
TFSXMMCDX5PBXH,XX253T
HE8NEEPZUEX5W7,YLGJIV
WXEMD52P9YVM7H,LPHTK1
JT3PVFWS8D6N46,9OM4O4
GM38QVT4AM8E2C,NK31FB
FXFSXM8YJ2HNUK,ZBML31
YQJXXGYH48NQPH,IJZGK3
FQSM624YHWN52X,PN706G
ZA8TUBNC8MG568,MW5X9T
TT7GF4M58Y6XQN,DJ8L6J
5HQM436KWATURB,1FGIO0
6AQUZ4D9CVSPUZ,Q3RGM7
3BBGDAPEEQTPF8,PJXLSU
GZRE8WDPKQC7FM,2ANKOW
U573667GAMCURW,8SJLKJ
2YX9KG3DRS7W3G,KKS12F
U92PE3U3CCSUF3,LDZUB1
UBPBENJSXWFTMJ,3EVRBO
Y9FXMGWK9NB6WH,FT0ROX
XHX4BU46FUPGBN,YTN66N
XP8TH39X9D6ZXH,WE2F8J
7GRGMDJ8T3AP2J,4O0P8Z
46XJSME95ADHBF,3Z5AAO
EDEXGJQ86H2T5N,01UY1M
X3AAWDP7SK8NBE,S5IVQI
FWAR9DCXJ3W4CA,4L2V29
3NF9PBWJEZ989D,3WS6EO
G2YJANM4YWAH35,FBLGT3
6G4GQ8MJATHRC2,9VZHNP
N7FTDJU7RGX5VS,CDU2WH
VCGE7YQ3CBCWBK,LC0QGI
S3X3U9XM7CBEEM,CYR01T
ACGBCZNAUVC2GG,7R99XO
NKCCUDNA46MJVE,LM9DN4
4YTPAFRKC45UAT,UPAYY0
S22QXW9TB7NH5Y,RDZ98V
3H4BDRXM37JHHA,6PGE9O
4PUTYNB3GDFVWD,D43UXY
7T6BG455P4CDVD,9J7YXX
G74GYRF9JX4YBJ,B84RY8
YDHJGYFKGRGEZ6,E3YLD7
3XPBM3K2SPHF7Z,DIFT29
EWXSTSF3EDTQBQ,11GMXX
GTHYNBKQSV8JX3,DTLJOB
Q4E8UGQTA55QET,RMSJ7O
A24B9K8YMP44K7,V22653
BBG8SWTMHP7J9H,IT56B5
D654375FUAZU7M,HHJGBT
DWNM23MR4RKA8X,1FDEF5
49E2RR7CAPQKRF,0PCQ1P
Q98P43NZF7TB5F,DR3V94
56NKJ9D4JCT7VT,TC323E
ABSBM9433RMT3W,XV8OY8
RNRHX2DBH3F5GN,I4JNUY
AXQHHYQUXV968N,7N7TRI
KV2XKKE5E3TT6Z,PTRY76
9M5XNE4NG8XZU3,Y2MZLK
5JTSXE7WBCXCMM,9MJDFM
45AJXCE76AD5NB,FMK6UM
QE2NWW5MCX9EH9,SZJ8WU
RY466UYAG8QBN5,ZN63DA
UG8ARQF5EB7SFH,NFZULJ
J3UCGGGNFF2VEP,1SSW5D
GUUFZGZHF9EFPX,BXAEGZ
JUU2AUDZKZJ2MY,BZ76Y1
V39XMKN9NSFRM5,9NXAE9
S3D6B5Q7UE8BJZ,GCIQ4L
UASKKXHZQURYME,N0PGWU
WNDR8EC44M5BH3,B1V5OZ
DAJB76KZ9K5MZU,P2CY61
9AAKFWFGRMWGMT,18LU3N
FRJ5H29YGR84A8,3PXSKW
HKH42SAPBE5UJF,TGI0PU
H4ED44GM22EK8Q,J54SID
GQRE8J9VEJ5RT4,BRRH9I
WENRUPA8R4ZCGQ,U2U8ER
CU6JABRDT2H4K3,ODFG4O
PMYGMRD22RWZU7,QKN490
QQBE5UW8KFKCH9,LUEDSK
UPRSJT7QT4CWGB,3H4QJ2
99DPF45Z7NU4KH,R9ST9X
F3VHDY8KXR3ZAJ,PJPM85
PHE4XRH4AZYU75,SEMAYG
CZKCVTFBTPHRUY,2QBV7E
8KVRM94DKD72X5,5MKM6J
CZQJV4XV7V7FUP,HYT239
DRQKMZPXCFU7KP,I4NGS6
Y7VBGATHJGNSYR,IB01CO
Y6Y9SDETKA5536,RPJ4LN
4ZM93CPF3TGXX7,42EGOX
SN8BZGQF8QP73F,R3TF3G
AUSR3WZJHHKDPE,PBOSHX
7FP5Y8VRVS6PME,J60XEB
ZWXASSPEGQ7ESE,KYN3P7
NB49QE2C7A7848,JRDNCL
CSVRMBUH4CH9MF,PENN0O
F7RZ2R8PKDGE5P,16TIRY
BNY3UQ5NFYYRCX,4IO7JI
NSKFQBGE58ENCE,CYTYG0
CXYQZ7PBUYC49M,ME3O62
KSPAXWKX22UAYE,W5D882
5ZAEED6APDVVAE,Q1JO2R
GWN2E6C8QUNEQU,BC6NKA
NTYJMUKUDAFB2Y,NX1254
U2JX4DYKVHUXXX,NHQ2MY
GQRWC64HT67962,CT16GX
NCVS8UBDE3G26H,DMW8RZ
D5THU25CFT43VJ,06UI3Y
MQPWPAFD6T76M2,W6IDQ0
5C7MKR8CAPQ4MX,JMMOHZ
DDW5ZEXJKVYGGJ,J458KU
TVJSZAFKFNEAJY,TMZV88
FGQ8SPJ2U5KP73,9Y2BSX
YDJJ5XZJ7ED38C,06UYMG
